file_id,projectGroup,category,smellType,status,tInit,tFinal,first,last
JD76281,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD134250,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD134248,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD149982,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD91983,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD91344,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD91346,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104522,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104531,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104523,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104553,JD,Library,LongMethod,1,2014-10-28 09:17:56,2016-04-06 21:37:06,1,0
JD104554,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104556,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD104354,JD,Library,LongMethod,0,2014-10-28 09:17:56,2019-09-06 00:14:58,1,1
JD140293,JD,Library,LongMethod,0,2018-05-24 21:27:43,2019-10-04 17:51:28,1,1
JD140226,JD,Library,LongMethod,0,2018-05-24 21:27:43,2019-10-04 17:51:28,0,1
JD140299,JD,Library,LongMethod,0,2018-05-24 21:27:43,2019-10-04 17:51:28,1,1
JD140219,JD,Library,LongMethod,0,2016-07-13 19:17:09,2019-10-04 17:51:28,1,1
JD139954,JD,Library,LongMethod,0,2016-07-13 19:17:09,2019-10-04 17:51:28,1,1
JD140320,JD,Library,LongMethod,0,2018-05-24 21:27:43,2019-10-04 17:51:28,1,1
JD64104,JD,Library,LongMethod,0,2018-04-04 02:21:27,2019-10-09 08:16:03,1,1
JD64102,JD,Library,LongMethod,0,2018-04-04 02:21:27,2019-10-09 08:16:03,1,1
JD64036,JD,Library,LongMethod,0,2018-04-04 02:21:27,2019-10-09 08:16:03,1,1
JD64205,JD,Library,LongMethod,0,2018-04-04 02:21:27,2019-10-09 08:16:03,1,1
JD94561,JD,Library,LongMethod,0,2011-03-24 01:13:43,2019-07-07 10:48:02,1,1
JD94641,JD,Library,LongMethod,0,2013-02-06 13:58:27,2019-07-07 10:48:02,1,1
JD104600,JD,Library,LongMethod,0,2011-08-17 16:20:08,2019-09-27 09:37:29,1,1
JD102661,JD,Library,LongMethod,0,2011-05-16 08:18:58,2019-09-27 09:37:29,1,1
JD105098,JD,Library,LongMethod,0,2011-08-17 16:20:08,2019-09-27 09:37:29,1,1
JD104635,JD,Library,LongMethod,0,2011-08-17 16:20:08,2019-09-27 09:37:29,1,1
JD116405,JD,Library,LongMethod,0,2015-02-07 01:51:13,2016-08-31 15:39:43,1,1
JD116402,JD,Library,LongMethod,0,2015-02-07 01:51:13,2016-08-31 15:39:43,1,1
JD101645,JD,Library,LongMethod,0,2013-01-11 15:54:49,2019-09-27 09:37:29,0,1
JD112061,JD,Library,LongMethod,0,2014-07-10 09:49:20,2019-09-27 09:37:29,0,1
JD111830,JD,Library,LongMethod,0,2013-01-11 15:54:49,2019-09-27 09:37:29,1,1
JD109720,JD,Library,LongMethod,0,2012-03-21 16:25:03,2019-09-27 09:37:29,1,1
JD116346,JD,Library,LongMethod,0,2015-02-07 01:51:13,2019-09-13 15:41:43,1,1
JD116320,JD,Library,LongMethod,1,2015-02-07 01:51:13,2019-09-13 15:41:43,1,0
JD116309,JD,Library,LongMethod,1,2015-02-07 01:51:13,2019-09-13 15:41:43,1,0
JD116258,JD,Library,LongMethod,0,2015-02-07 01:51:13,2019-09-13 15:41:43,1,1
JD116248,JD,Library,LongMethod,0,2015-02-07 01:51:13,2019-09-13 15:41:43,1,1
JD116610,JD,Library,LongMethod,0,2016-08-31 15:39:43,2019-09-13 15:41:43,1,1
JD89416,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD89412,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD89403,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD88147,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD88144,JD,Library,LongMethod,1,2010-08-09 14:28:03,2010-09-15 08:05:43,0,0
JD112161,JD,Library,LongMethod,0,2013-05-02 12:36:38,2019-09-27 09:37:29,1,1
JD89182,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD89360,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD89181,JD,Library,LongMethod,0,2010-06-04 11:34:07,2019-09-27 09:37:29,1,1
JD28628,JD,Library,LongMethod,0,2013-09-11 20:12:17,2015-03-01 20:09:24,1,1
JD28678,JD,Library,LongMethod,0,2013-09-11 20:12:17,2015-03-01 20:09:24,1,1
JD28669,JD,Library,LongMethod,0,2013-09-11 20:12:17,2015-03-01 20:09:24,1,1
JD175163,JD,Business,LongMethod,0,2018-08-11 00:45:25,2019-10-08 14:14:50,1,1
JD175162,JD,Business,LongMethod,0,2018-08-11 00:45:25,2019-10-08 14:14:50,1,1
JD175151,JD,Business,LongMethod,0,2018-08-11 00:45:25,2019-10-08 14:14:50,1,1
JD175158,JD,Business,LongMethod,0,2018-08-11 00:45:25,2019-10-08 14:14:50,1,1
JD174854,JD,Business,LongMethod,0,2019-01-08 10:49:04,2019-10-08 14:14:50,1,1
JD90251,JD,Library,LongMethod,1,2018-08-18 14:01:13,2019-10-01 16:46:04,0,0
JD90264,JD,Library,LongMethod,0,2018-08-18 14:01:13,2019-10-01 16:46:04,0,1
JD93456,JD,Library,LongMethod,0,2018-08-18 14:01:13,2019-10-01 16:46:04,1,1
JD67919,JD,Library,LongMethod,0,2017-06-23 17:24:24,2019-10-09 18:54:02,1,1
JD67048,JD,Library,LongMethod,0,2018-08-17 14:08:51,2019-10-09 18:54:02,0,1
JD8163,JD,Business,LongMethod,0,2016-10-17 01:03:03,2017-09-28 13:47:37,1,1
JD8411,JD,Business,LongMethod,0,2017-01-23 11:56:08,2017-09-28 13:47:37,1,1
JD175148,JD,Business,LongMethod,0,2018-08-11 00:45:25,2019-03-22 10:30:08,1,1
JD180383,JD,Multimedia,LongMethod,0,2017-05-18 21:38:27,2019-02-11 17:11:07,1,1
JD167621,JD,Utility,LongMethod,0,2011-08-22 00:03:17,2019-08-26 13:40:10,0,1
JD167620,JD,Utility,LongMethod,1,2005-08-21 19:35:11,2011-08-22 00:03:17,1,0
JD46591,JD,Business,LongMethod,0,2015-02-12 09:10:49,2019-02-08 14:56:37,1,1
JD46276,JD,Business,LongMethod,0,2015-02-12 09:10:49,2019-02-08 14:56:37,1,1
JD50841,JD,Business,LongMethod,0,2016-03-03 16:58:50,2019-02-08 14:56:37,1,1
JD47416,JD,Business,LongMethod,0,2015-02-12 09:10:49,2019-02-08 14:56:37,1,1
JD48034,JD,Business,LongMethod,0,2015-08-11 15:04:21,2019-02-08 14:56:37,1,1
JD53073,JD,Library,LongMethod,0,2004-02-06 17:59:07,2005-02-13 00:10:13,1,1
JD53070,JD,Library,LongMethod,0,2004-02-06 17:59:07,2005-02-13 00:10:13,1,1
JD53125,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53068,JD,Library,LongMethod,0,2004-02-06 17:59:07,2005-02-13 00:10:13,1,1
JD53067,JD,Library,LongMethod,0,2004-02-06 17:59:07,2005-02-13 00:10:13,1,1
JD53287,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53281,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53277,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53271,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53218,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD53194,JD,Library,LongMethod,0,2005-02-13 00:10:13,2017-07-16 01:43:01,1,1
JD51834,JD,Library,LongMethod,0,2015-05-13 14:45:19,2019-08-22 09:03:36,1,1
JD124209,JD,Library,LongMethod,0,2011-07-23 17:39:34,2019-09-24 04:03:04,1,1
JD124444,JD,Library,LongMethod,1,2011-07-23 17:39:34,2017-11-03 04:09:18,1,0
JD11,JD,Library,LongMethod,0,2017-12-28 19:07:08,2019-08-16 08:45:03,1,1
JD137,JD,Library,LongMethod,0,2017-12-28 19:07:08,2019-08-16 08:45:03,1,1
JD210,JD,Library,LongMethod,0,2017-12-28 19:07:08,2019-08-16 08:45:03,1,1
JD375,JD,Library,LongMethod,0,2017-12-28 19:07:08,2019-08-16 08:45:03,1,1
JD371,JD,Library,LongMethod,1,2017-12-28 19:07:08,2019-08-16 08:45:03,1,0
JD87120,JD,Library,LongMethod,1,2011-11-20 20:43:07,2012-12-12 09:35:07,1,0
JD87112,JD,Library,LongMethod,1,2011-11-20 20:43:07,2012-12-12 09:35:07,1,0
JD87100,JD,Library,LongMethod,0,2011-11-20 20:43:07,2019-08-06 01:57:57,1,1
JD87350,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87399,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87308,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0
JD87324,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87322,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87316,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87312,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0
JD87066,JD,Library,LongMethod,0,2011-11-20 20:43:07,2019-08-06 01:57:57,1,1
JD87038,JD,Library,LongMethod,1,2011-11-20 20:43:07,2012-12-12 09:35:07,1,0
JD87096,JD,Library,LongMethod,1,2011-11-20 20:43:07,2012-12-12 09:35:07,1,0
JD87094,JD,Library,LongMethod,0,2011-11-20 20:43:07,2019-08-06 01:57:57,1,1
JD87090,JD,Library,LongMethod,0,2011-11-20 20:43:07,2019-08-06 01:57:57,1,1
JD86988,JD,Library,LongMethod,0,2011-11-20 20:43:07,2019-08-06 01:57:57,1,1
JD87222,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87218,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87062,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87232,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1
JD87230,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0
JD87058,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0
JD87002,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0
JD130395,JD,Library,LongMethod,1,2015-11-19 20:23:45,2016-04-09 14:20:43,1,0
JD130392,JD,Library,LongMethod,0,2015-11-19 20:23:45,2019-10-10 13:21:57,1,1
JD130387,JD,Library,LongMethod,0,2016-02-02 18:47:16,2016-06-06 12:40:24,1,0
JD130396,JD,Library,LongMethod,1,2017-03-15 08:28:49,2017-07-10 15:08:42,0,0
JD130322,JD,Library,LongMethod,0,2015-11-19 20:23:45,2019-10-10 13:21:57,1,1
JD63835,JD,Library,LongMethod,1,2015-07-25 21:46:03,2017-06-03 14:06:27,1,0
JD63818,JD,Library,LongMethod,1,2015-07-25 21:46:03,2017-06-03 14:06:27,1,0
JD63848,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0
JD63874,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63870,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63863,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63861,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0
JD63856,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63817,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63812,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63811,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63805,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD101616,JD,Library,LongMethod,0,2015-12-10 23:57:30,2019-10-10 15:23:51,0,1
JD63882,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63881,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1
JD63876,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0
JD107632,JD,Library,LongMethod,0,2016-02-26 06:10:41,2019-10-10 15:23:51,0,1
JD110596,JD,Library,LongMethod,0,2016-04-28 20:10:40,2019-10-10 15:23:51,1,1
JD109191,JD,Library,LongMethod,0,2015-12-10 23:57:30,2019-10-10 15:23:51,1,1
JD110349,JD,Library,LongMethod,0,2016-02-26 06:10:41,2019-10-10 15:23:51,1,1
JD102103,JD,Library,LongMethod,0,2013-07-16 17:46:39,2019-10-10 15:23:51,1,1
JD106257,JD,Library,LongMethod,0,2018-01-13 19:29:11,2019-10-10 15:23:51,0,1
JD106255,JD,Library,LongMethod,0,2014-10-25 00:52:36,2019-10-10 15:23:51,1,1
JD106130,JD,Library,LongMethod,0,2016-08-29 18:27:14,2019-10-10 15:23:51,1,1
JD105731,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,0,1
JD105744,JD,Library,LongMethod,1,2014-10-25 00:52:36,2018-03-19 21:28:42,1,0
JD105759,JD,Library,LongMethod,0,2014-10-25 00:52:36,2019-10-10 15:23:51,1,1
JD105504,JD,Library,LongMethod,1,2015-06-23 23:53:14,2015-12-10 23:57:30,1,0
JD113569,JD,Library,LongMethod,0,2018-01-13 19:29:11,2019-10-10 15:23:51,1,1
JD114573,JD,Library,LongMethod,0,2018-03-19 21:28:42,2019-10-10 15:23:51,1,1
JD116119,JD,Library,LongMethod,0,2018-11-23 05:09:14,2019-10-10 15:23:51,1,1
JD115898,JD,Library,LongMethod,0,2018-09-06 22:21:03,2019-10-10 15:23:51,1,1
JD115003,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,1,1
JD114695,JD,Library,LongMethod,0,2018-05-10 09:39:08,2019-10-10 15:23:51,1,1
JD115146,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,1,1
JD111829,JD,Library,LongMethod,0,2017-08-17 17:28:03,2019-10-10 15:23:51,0,1
JD88469,JD,Library,LongMethod,0,2010-06-04 11:34:07,2013-01-11 15:54:49,1,1
JD87975,JD,Library,LongMethod,0,2010-06-04 11:34:07,2011-05-16 08:18:58,1,1
JD88160,JD,Library,LongMethod,1,2010-06-04 11:34:07,2010-08-09 14:28:03,1,0
JD88163,JD,Library,LongMethod,1,2010-06-04 11:34:07,2010-08-09 14:28:03,1,0
JD89059,JD,Library,LongMethod,0,2010-06-04 11:34:07,2011-03-21 12:52:08,1,1
JD88471,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-12-03 09:19:54,1,1
JD88107,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1
JD88116,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1
JD88112,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1
JD88717,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1
JD88716,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1
JD151304,JD,Library,LongMethod,0,2017-07-05 13:32:28,2019-10-01 15:00:34,1,1
JD152258,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1
JD152203,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1
JD152204,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1
JD142214,JD,Library,LongMethod,0,2014-04-25 23:41:14,2018-03-29 13:48:57,1,1
JD142207,JD,Library,LongMethod,1,2014-04-25 23:41:14,2015-06-24 09:47:48,1,0
JD147925,JD,Library,LongMethod,1,2016-11-11 09:17:11,2017-07-05 13:32:28,1,0
JD147933,JD,Library,LongMethod,0,2016-11-11 09:17:11,2018-03-29 13:48:57,1,1
JD151387,JD,Library,LongMethod,0,2017-07-05 13:32:28,2018-03-29 13:48:57,1,1
JD151529,JD,Library,LongMethod,0,2017-07-05 13:32:28,2018-03-29 13:48:57,1,1
JD105477,JD,Utility,LongMethod,0,2017-03-19 23:31:17,2019-10-09 19:17:00,1,1
JD172959,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,0,1
JD172705,JD,Library,LongMethod,1,2005-04-13 19:27:17,2014-03-09 02:50:37,0,0
JD173483,JD,Library,LongMethod,0,2005-04-13 19:27:17,2014-03-09 02:50:37,0,1
JD173485,JD,Library,LongMethod,1,2005-04-13 19:27:17,2014-03-09 02:50:37,0,0
JD173879,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,1,1
JD173878,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,1,1
JD114241,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1
JD114236,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1
JD114221,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1
JD174329,JD,Library,LongMethod,0,2014-03-09 02:50:37,2019-10-06 12:36:41,1,1
JD174190,JD,Library,LongMethod,1,2013-11-09 20:02:38,2014-03-09 02:50:37,1,0
JD174166,JD,Library,LongMethod,0,2013-11-09 20:02:38,2019-10-06 12:36:41,1,1
JD136914,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,0,1
JD4560,JD,Library,LongMethod,0,2013-06-11 10:24:14,2016-08-20 03:45:51,1,1
JD174451,JD,Library,LongMethod,0,2014-03-09 02:50:37,2019-10-06 12:36:41,1,1
JD137775,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,1,1
JD137124,JD,Library,LongMethod,0,2017-02-06 19:02:47,2019-10-09 17:45:17,1,1
JD137491,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,1,1
JD32916,JD,Library,LongMethod,0,2014-05-13 22:03:38,2015-03-01 20:09:24,1,1
JD33054,JD,Library,LongMethod,0,2014-08-19 14:11:43,2015-03-01 20:09:24,1,1
JD33126,JD,Library,LongMethod,0,2014-10-01 20:48:56,2015-03-01 20:09:24,1,1
JD39863,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1
JD39937,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1
JD39980,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1
JD36129,JD,Library,LongMethod,0,2014-11-18 15:46:18,2015-03-01 20:09:24,1,1
JD106256,JD,Library,LongMethod,1,2016-06-28 23:41:56,2016-08-29 18:27:14,0,0
JD106129,JD,Library,LongMethod,1,2016-06-28 23:41:56,2016-08-29 18:27:14,0,0
JD101633,JD,Library,LongMethod,1,2013-04-20 01:04:17,2014-05-10 02:42:16,1,0
JD107619,JD,Library,LongMethod,0,2015-04-15 22:26:54,2015-06-23 23:53:14,1,1
JD14055,JD,Library,LongMethod,1,2012-07-31 15:27:59,2018-07-20 19:08:19,1,0
JD10193,JD,Library,LongMethod,1,2010-06-17 15:21:20,2013-10-17 15:01:13,1,0
JD12153,JD,Library,LongMethod,0,2012-07-31 15:27:59,2018-07-20 19:08:19,1,1
JD8849,JD,Library,LongMethod,1,2010-06-17 15:21:20,2012-07-31 15:27:59,1,0
JD20232,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,0,1
JD28791,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,0,1
JD28794,JD,Library,LongMethod,0,2016-04-11 21:33:59,2019-10-09 22:00:51,1,1
JD28803,JD,Library,LongMethod,0,2016-04-11 21:33:59,2019-10-09 22:00:51,1,1
JD27011,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1
JD27010,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1
JD27006,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1
JD27004,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1
JD55,JD,Business,LongMethod,0,2017-07-30 00:06:50,2017-12-30 14:45:39,1,1
JD154,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD151,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD147,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-10-16 11:24:55,1,0
JD143,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-09-11 23:07:27,1,0
JD139,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD127,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD118,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD116,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-09-11 23:07:27,1,0
JD110,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1
JD138165,JD,Library,LongMethod,1,2015-07-15 16:39:34,2016-07-18 12:46:14,1,0
JD127785,JD,Library,LongMethod,0,2011-01-03 14:31:36,2019-09-27 08:15:12,1,1
JD132756,JD,Library,LongMethod,0,2013-09-09 10:12:56,2019-09-27 08:15:12,1,1
JD209,JD,Business,LongMethod,0,2017-09-11 23:07:27,2017-12-30 14:45:39,1,1
JD9507,JD,Library,LongMethod,0,2010-06-17 15:21:20,2012-07-31 15:27:59,1,1
JD9505,JD,Library,LongMethod,0,2010-06-17 15:21:20,2013-10-17 15:01:13,1,1
JD302,JD,Business,LongMethod,0,2017-10-16 11:24:55,2017-12-30 14:45:39,1,1
JD288,JD,Business,LongMethod,0,2017-10-16 11:24:55,2017-12-30 14:45:39,1,1
JD22987,JD,Multimedia,LongMethod,0,2019-01-25 22:56:18,2019-10-09 22:54:26,1,1
JD22996,JD,Multimedia,LongMethod,1,2019-01-25 22:56:18,2019-10-09 22:54:26,1,0
JD99228,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1
JD98817,JD,Library,LongMethod,0,2015-07-19 12:25:28,2018-12-23 21:40:04,1,1
JD98821,JD,Library,LongMethod,0,2015-07-19 12:25:28,2018-12-23 21:40:04,1,1
JD98939,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,0,1
JD98941,JD,Library,LongMethod,0,2017-01-08 10:03:00,2019-10-09 07:26:19,1,1
JD98942,JD,Library,LongMethod,0,2017-01-08 10:03:00,2018-12-23 21:40:04,1,1
JD98943,JD,Library,LongMethod,0,2017-01-08 10:03:00,2018-12-23 21:40:04,1,1
JD99215,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1
JD99216,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1
JD99218,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1
JD5072,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1
JD5068,JD,Library,LongMethod,0,2013-01-20 12:23:35,2017-12-01 08:47:15,0,1
JD5303,JD,Library,LongMethod,0,2011-12-19 11:50:36,2013-01-20 12:23:35,1,1
JD4421,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1
JD4418,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1
JD5888,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1
JD80376,JD,Library,LongMethod,0,2016-09-27 10:11:58,2019-10-02 19:51:41,1,1
JD166704,JD,Library,LongMethod,0,2009-04-17 15:13:44,2012-05-06 21:20:51,1,1
JD166734,JD,Library,LongMethod,0,2009-04-17 15:13:44,2012-05-06 21:20:51,1,1
JD166721,JD,Library,LongMethod,0,2009-04-17 15:13:44,2019-10-03 15:14:09,1,1
JD1167,JD,Library,LongMethod,0,2016-06-15 09:29:39,2019-10-10 12:09:04,0,1
JD1338,JD,Library,LongMethod,0,2016-01-04 17:18:13,2019-10-10 12:09:04,1,1
JD175971,JD,Library,LongMethod,1,2005-11-28 12:35:15,2006-12-09 21:42:01,1,0
JD176080,JD,Library,LongMethod,0,2005-11-28 12:35:15,2018-07-02 16:09:49,1,1
JD176075,JD,Library,LongMethod,0,2005-11-28 12:35:15,2018-07-02 16:09:49,1,1
JD814,JD,Library,LongMethod,1,2015-04-07 04:25:22,2016-01-04 17:18:13,1,0
JD40123,JD,Library,LongMethod,0,2016-02-12 18:19:51,2016-10-11 18:07:34,1,1
JD114774,JD,Library,LongMethod,0,2016-05-19 20:03:52,2017-10-22 13:14:57,1,1
JD114788,JD,Library,LongMethod,0,2016-05-19 20:03:52,2017-10-22 13:14:57,1,1
JD30914,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,1,1
JD181302,JD,Business,LongMethod,0,2007-01-07 07:37:01,2015-03-02 02:21:29,1,0
JD181293,JD,Business,LongMethod,0,2007-01-07 07:37:01,2015-03-02 02:21:29,1,0
JD180871,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-06-12 10:09:58,1,1
JD180898,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-06-12 10:09:58,1,1
JD181072,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-11-04 19:42:00,1,1
JD184774,JD,Business,LongMethod,0,2008-12-10 03:09:42,2015-03-02 02:21:29,1,0
JD184217,JD,Business,LongMethod,1,2007-11-04 19:42:00,2008-12-10 03:09:42,1,0
JD184223,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
JD184242,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
JD184245,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
JD184827,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
JD184246,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
JD184279,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0
