file_id,projectGroup,category,smellType,status,tInit,tFinal,first,last,T,days,DBsmell
JD87218,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1,2427 days 16:22:50.000000000,2427,False
JD87062,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1,2427 days 16:22:50.000000000,2427,False
JD87232,JD,Library,LongMethod,0,2012-12-12 09:35:07,2019-08-06 01:57:57,1,1,2427 days 16:22:50.000000000,2427,False
JD87230,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0,2427 days 16:22:50.000000000,2427,False
JD87058,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0,2427 days 16:22:50.000000000,2427,False
JD87002,JD,Library,LongMethod,1,2012-12-12 09:35:07,2019-08-06 01:57:57,1,0,2427 days 16:22:50.000000000,2427,False
JD130395,JD,Library,LongMethod,1,2015-11-19 20:23:45,2016-04-09 14:20:43,1,0,141 days 17:56:58.000000000,141,False
JD130392,JD,Library,LongMethod,0,2015-11-19 20:23:45,2019-10-10 13:21:57,1,1,1420 days 16:58:12.000000000,1420,False
JD130387,JD,Library,LongMethod,0,2016-02-02 18:47:16,2016-06-06 12:40:24,1,0,124 days 17:53:08.000000000,124,False
JD130396,JD,Library,LongMethod,1,2017-03-15 08:28:49,2017-07-10 15:08:42,0,0,117 days 06:39:53.000000000,117,False
JD130322,JD,Library,LongMethod,0,2015-11-19 20:23:45,2019-10-10 13:21:57,1,1,1420 days 16:58:12.000000000,1420,False
JD63835,JD,Library,LongMethod,1,2015-07-25 21:46:03,2017-06-03 14:06:27,1,0,678 days 16:20:24.000000000,678,False
JD63818,JD,Library,LongMethod,1,2015-07-25 21:46:03,2017-06-03 14:06:27,1,0,678 days 16:20:24.000000000,678,False
JD63848,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0,851 days 02:57:45.000000000,851,False
JD63874,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63870,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63863,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63861,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0,851 days 02:57:45.000000000,851,False
JD63856,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63817,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63812,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63811,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63805,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD101616,JD,Library,LongMethod,0,2015-12-10 23:57:30,2019-10-10 15:23:51,0,1,1399 days 15:26:21.000000000,1399,False
JD63882,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63881,JD,Library,LongMethod,0,2017-06-03 14:06:27,2019-10-02 17:04:12,1,1,851 days 02:57:45.000000000,851,False
JD63876,JD,Library,LongMethod,1,2017-06-03 14:06:27,2019-10-02 17:04:12,1,0,851 days 02:57:45.000000000,851,False
JD107632,JD,Library,LongMethod,0,2016-02-26 06:10:41,2019-10-10 15:23:51,0,1,1322 days 09:13:10.000000000,1322,False
JD110596,JD,Library,LongMethod,0,2016-04-28 20:10:40,2019-10-10 15:23:51,1,1,1259 days 19:13:11.000000000,1259,False
JD109191,JD,Library,LongMethod,0,2015-12-10 23:57:30,2019-10-10 15:23:51,1,1,1399 days 15:26:21.000000000,1399,False
JD110349,JD,Library,LongMethod,0,2016-02-26 06:10:41,2019-10-10 15:23:51,1,1,1322 days 09:13:10.000000000,1322,False
JD102103,JD,Library,LongMethod,0,2013-07-16 17:46:39,2019-10-10 15:23:51,1,1,2276 days 21:37:12.000000000,2276,False
JD106257,JD,Library,LongMethod,0,2018-01-13 19:29:11,2019-10-10 15:23:51,0,1,634 days 19:54:40.000000000,634,False
JD106255,JD,Library,LongMethod,0,2014-10-25 00:52:36,2019-10-10 15:23:51,1,1,1811 days 14:31:15.000000000,1811,False
JD106130,JD,Library,LongMethod,0,2016-08-29 18:27:14,2019-10-10 15:23:51,1,1,1136 days 20:56:37.000000000,1136,False
JD105731,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,0,1,457 days 22:13:57.000000000,457,False
JD105744,JD,Library,LongMethod,1,2014-10-25 00:52:36,2018-03-19 21:28:42,1,0,1241 days 20:36:06.000000000,1241,False
JD105759,JD,Library,LongMethod,0,2014-10-25 00:52:36,2019-10-10 15:23:51,1,1,1811 days 14:31:15.000000000,1811,False
JD105504,JD,Library,LongMethod,1,2015-06-23 23:53:14,2015-12-10 23:57:30,1,0,170 days 00:04:16.000000000,170,False
JD113569,JD,Library,LongMethod,0,2018-01-13 19:29:11,2019-10-10 15:23:51,1,1,634 days 19:54:40.000000000,634,False
JD114573,JD,Library,LongMethod,0,2018-03-19 21:28:42,2019-10-10 15:23:51,1,1,569 days 17:55:09.000000000,569,False
JD116119,JD,Library,LongMethod,0,2018-11-23 05:09:14,2019-10-10 15:23:51,1,1,321 days 10:14:37.000000000,321,False
JD115898,JD,Library,LongMethod,0,2018-09-06 22:21:03,2019-10-10 15:23:51,1,1,398 days 17:02:48.000000000,398,False
JD115003,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,1,1,457 days 22:13:57.000000000,457,False
JD114695,JD,Library,LongMethod,0,2018-05-10 09:39:08,2019-10-10 15:23:51,1,1,518 days 05:44:43.000000000,518,False
JD115146,JD,Library,LongMethod,0,2018-07-09 17:09:54,2019-10-10 15:23:51,1,1,457 days 22:13:57.000000000,457,False
JD111829,JD,Library,LongMethod,0,2017-08-17 17:28:03,2019-10-10 15:23:51,0,1,783 days 21:55:48.000000000,783,False
JD88469,JD,Library,LongMethod,0,2010-06-04 11:34:07,2013-01-11 15:54:49,1,1,952 days 04:20:42.000000000,952,False
JD87975,JD,Library,LongMethod,0,2010-06-04 11:34:07,2011-05-16 08:18:58,1,1,345 days 20:44:51.000000000,345,False
JD88160,JD,Library,LongMethod,1,2010-06-04 11:34:07,2010-08-09 14:28:03,1,0,66 days 02:53:56.000000000,66,False
JD88163,JD,Library,LongMethod,1,2010-06-04 11:34:07,2010-08-09 14:28:03,1,0,66 days 02:53:56.000000000,66,False
JD89059,JD,Library,LongMethod,0,2010-06-04 11:34:07,2011-03-21 12:52:08,1,1,290 days 01:18:01.000000000,290,False
JD88471,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-12-03 09:19:54,1,1,181 days 21:45:47.000000000,181,False
JD88107,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1,66 days 02:53:56.000000000,66,False
JD88116,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1,66 days 02:53:56.000000000,66,False
JD88112,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1,66 days 02:53:56.000000000,66,False
JD88717,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1,66 days 02:53:56.000000000,66,False
JD88716,JD,Library,LongMethod,0,2010-06-04 11:34:07,2010-08-09 14:28:03,1,1,66 days 02:53:56.000000000,66,False
JD151304,JD,Library,LongMethod,0,2017-07-05 13:32:28,2019-10-01 15:00:34,1,1,818 days 01:28:06.000000000,818,False
JD152258,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1,551 days 01:11:37.000000000,551,False
JD152203,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1,551 days 01:11:37.000000000,551,False
JD152204,JD,Library,LongMethod,0,2018-03-29 13:48:57,2019-10-01 15:00:34,1,1,551 days 01:11:37.000000000,551,False
JD142214,JD,Library,LongMethod,0,2014-04-25 23:41:14,2018-03-29 13:48:57,1,1,1433 days 14:07:43.000000000,1433,False
JD142207,JD,Library,LongMethod,1,2014-04-25 23:41:14,2015-06-24 09:47:48,1,0,424 days 10:06:34.000000000,424,False
JD147925,JD,Library,LongMethod,1,2016-11-11 09:17:11,2017-07-05 13:32:28,1,0,236 days 04:15:17.000000000,236,False
JD147933,JD,Library,LongMethod,0,2016-11-11 09:17:11,2018-03-29 13:48:57,1,1,503 days 04:31:46.000000000,503,False
JD151387,JD,Library,LongMethod,0,2017-07-05 13:32:28,2018-03-29 13:48:57,1,1,267 days 00:16:29.000000000,267,False
JD151529,JD,Library,LongMethod,0,2017-07-05 13:32:28,2018-03-29 13:48:57,1,1,267 days 00:16:29.000000000,267,False
JD105477,JD,Utility,LongMethod,0,2017-03-19 23:31:17,2019-10-09 19:17:00,1,1,933 days 19:45:43.000000000,933,False
JD172959,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,0,1,5288 days 17:09:24.000000000,5288,False
JD172705,JD,Library,LongMethod,1,2005-04-13 19:27:17,2014-03-09 02:50:37,0,0,3251 days 07:23:20.000000000,3251,False
JD173483,JD,Library,LongMethod,0,2005-04-13 19:27:17,2014-03-09 02:50:37,0,1,3251 days 07:23:20.000000000,3251,False
JD173485,JD,Library,LongMethod,1,2005-04-13 19:27:17,2014-03-09 02:50:37,0,0,3251 days 07:23:20.000000000,3251,False
JD173879,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,1,1,5288 days 17:09:24.000000000,5288,False
JD173878,JD,Library,LongMethod,0,2005-04-13 19:27:17,2019-10-06 12:36:41,1,1,5288 days 17:09:24.000000000,5288,False
JD114241,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1,780 days 13:20:40.000000000,780,False
JD114236,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1,780 days 13:20:40.000000000,780,False
JD114221,JD,Library,LongMethod,0,2016-08-09 18:07:16,2018-09-29 07:27:56,1,1,780 days 13:20:40.000000000,780,False
JD174329,JD,Library,LongMethod,0,2014-03-09 02:50:37,2019-10-06 12:36:41,1,1,2037 days 09:46:04.000000000,2037,False
JD174190,JD,Library,LongMethod,1,2013-11-09 20:02:38,2014-03-09 02:50:37,1,0,119 days 06:47:59.000000000,119,False
JD174166,JD,Library,LongMethod,0,2013-11-09 20:02:38,2019-10-06 12:36:41,1,1,2156 days 16:34:03.000000000,2156,False
JD136914,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,0,1,705 days 00:07:31.000000000,705,False
JD4560,JD,Library,LongMethod,0,2013-06-11 10:24:14,2016-08-20 03:45:51,1,1,1165 days 17:21:37.000000000,1165,False
JD174451,JD,Library,LongMethod,0,2014-03-09 02:50:37,2019-10-06 12:36:41,1,1,2037 days 09:46:04.000000000,2037,False
JD137775,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,1,1,705 days 00:07:31.000000000,705,False
JD137124,JD,Library,LongMethod,0,2017-02-06 19:02:47,2019-10-09 17:45:17,1,1,974 days 22:42:30.000000000,974,False
JD137491,JD,Library,LongMethod,0,2017-11-03 17:37:46,2019-10-09 17:45:17,1,1,705 days 00:07:31.000000000,705,False
JD32916,JD,Library,LongMethod,0,2014-05-13 22:03:38,2015-03-01 20:09:24,1,1,291 days 22:05:46.000000000,291,False
JD33054,JD,Library,LongMethod,0,2014-08-19 14:11:43,2015-03-01 20:09:24,1,1,194 days 05:57:41.000000000,194,False
JD33126,JD,Library,LongMethod,0,2014-10-01 20:48:56,2015-03-01 20:09:24,1,1,150 days 23:20:28.000000000,150,False
JD39863,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1,69 days 00:32:21.000000000,69,False
JD39937,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1,69 days 00:32:21.000000000,69,False
JD39980,JD,Library,LongMethod,0,2014-12-22 19:37:03,2015-03-01 20:09:24,1,1,69 days 00:32:21.000000000,69,False
JD36129,JD,Library,LongMethod,0,2014-11-18 15:46:18,2015-03-01 20:09:24,1,1,103 days 04:23:06.000000000,103,False
JD106256,JD,Library,LongMethod,1,2016-06-28 23:41:56,2016-08-29 18:27:14,0,0,61 days 18:45:18.000000000,61,False
JD106129,JD,Library,LongMethod,1,2016-06-28 23:41:56,2016-08-29 18:27:14,0,0,61 days 18:45:18.000000000,61,False
JD101633,JD,Library,LongMethod,1,2013-04-20 01:04:17,2014-05-10 02:42:16,1,0,385 days 01:37:59.000000000,385,False
JD107619,JD,Library,LongMethod,0,2015-04-15 22:26:54,2015-06-23 23:53:14,1,1,69 days 01:26:20.000000000,69,False
JD14055,JD,Library,LongMethod,1,2012-07-31 15:27:59,2018-07-20 19:08:19,1,0,2180 days 03:40:20.000000000,2180,False
JD10193,JD,Library,LongMethod,1,2010-06-17 15:21:20,2013-10-17 15:01:13,1,0,1217 days 23:39:53.000000000,1217,False
JD12153,JD,Library,LongMethod,0,2012-07-31 15:27:59,2018-07-20 19:08:19,1,1,2180 days 03:40:20.000000000,2180,False
JD8849,JD,Library,LongMethod,1,2010-06-17 15:21:20,2012-07-31 15:27:59,1,0,775 days 00:06:39.000000000,775,False
JD20232,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,0,1,446 days 02:52:32.000000000,446,False
JD28791,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,0,1,446 days 02:52:32.000000000,446,False
JD28794,JD,Library,LongMethod,0,2016-04-11 21:33:59,2019-10-09 22:00:51,1,1,1276 days 00:26:52.000000000,1276,False
JD28803,JD,Library,LongMethod,0,2016-04-11 21:33:59,2019-10-09 22:00:51,1,1,1276 days 00:26:52.000000000,1276,False
JD27011,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1,29 days 08:51:21.000000000,29,False
JD27010,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1,29 days 08:51:21.000000000,29,False
JD27006,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1,29 days 08:51:21.000000000,29,False
JD27004,JD,Multimedia,LongMethod,0,2018-10-07 12:04:49,2018-11-05 20:56:10,1,1,29 days 08:51:21.000000000,29,False
JD55,JD,Business,LongMethod,0,2017-07-30 00:06:50,2017-12-30 14:45:39,1,1,153 days 14:38:49.000000000,153,False
JD154,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD151,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD147,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-10-16 11:24:55,1,0,60 days 10:00:24.000000000,60,False
JD143,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-09-11 23:07:27,1,0,25 days 21:42:56.000000000,25,False
JD139,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD127,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD118,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD116,JD,Business,LongMethod,1,2017-08-17 01:24:31,2017-09-11 23:07:27,1,0,25 days 21:42:56.000000000,25,False
JD110,JD,Business,LongMethod,0,2017-08-17 01:24:31,2017-12-30 14:45:39,1,1,135 days 13:21:08.000000000,135,False
JD138165,JD,Library,LongMethod,1,2015-07-15 16:39:34,2016-07-18 12:46:14,1,0,368 days 20:06:40.000000000,368,False
JD127785,JD,Library,LongMethod,0,2011-01-03 14:31:36,2019-09-27 08:15:12,1,1,3188 days 17:43:36.000000000,3188,False
JD132756,JD,Library,LongMethod,0,2013-09-09 10:12:56,2019-09-27 08:15:12,1,1,2208 days 22:02:16.000000000,2208,False
JD209,JD,Business,LongMethod,0,2017-09-11 23:07:27,2017-12-30 14:45:39,1,1,109 days 15:38:12.000000000,109,False
JD9507,JD,Library,LongMethod,0,2010-06-17 15:21:20,2012-07-31 15:27:59,1,1,775 days 00:06:39.000000000,775,False
JD9505,JD,Library,LongMethod,0,2010-06-17 15:21:20,2013-10-17 15:01:13,1,1,1217 days 23:39:53.000000000,1217,False
JD302,JD,Business,LongMethod,0,2017-10-16 11:24:55,2017-12-30 14:45:39,1,1,75 days 03:20:44.000000000,75,False
JD288,JD,Business,LongMethod,0,2017-10-16 11:24:55,2017-12-30 14:45:39,1,1,75 days 03:20:44.000000000,75,False
JD22987,JD,Multimedia,LongMethod,0,2019-01-25 22:56:18,2019-10-09 22:54:26,1,1,256 days 23:58:08.000000000,256,False
JD22996,JD,Multimedia,LongMethod,1,2019-01-25 22:56:18,2019-10-09 22:54:26,1,0,256 days 23:58:08.000000000,256,False
JD99228,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1,289 days 09:46:15.000000000,289,False
JD98817,JD,Library,LongMethod,0,2015-07-19 12:25:28,2018-12-23 21:40:04,1,1,1253 days 09:14:36.000000000,1253,False
JD98821,JD,Library,LongMethod,0,2015-07-19 12:25:28,2018-12-23 21:40:04,1,1,1253 days 09:14:36.000000000,1253,False
JD98939,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,0,1,289 days 09:46:15.000000000,289,False
JD98941,JD,Library,LongMethod,0,2017-01-08 10:03:00,2019-10-09 07:26:19,1,1,1003 days 21:23:19.000000000,1003,False
JD98942,JD,Library,LongMethod,0,2017-01-08 10:03:00,2018-12-23 21:40:04,1,1,714 days 11:37:04.000000000,714,False
JD98943,JD,Library,LongMethod,0,2017-01-08 10:03:00,2018-12-23 21:40:04,1,1,714 days 11:37:04.000000000,714,False
JD99215,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1,289 days 09:46:15.000000000,289,False
JD99216,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1,289 days 09:46:15.000000000,289,False
JD99218,JD,Library,LongMethod,0,2018-12-23 21:40:04,2019-10-09 07:26:19,1,1,289 days 09:46:15.000000000,289,False
JD5072,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1,2173 days 20:56:39.000000000,2173,False
JD5068,JD,Library,LongMethod,0,2013-01-20 12:23:35,2017-12-01 08:47:15,0,1,1775 days 20:23:40.000000000,1775,False
JD5303,JD,Library,LongMethod,0,2011-12-19 11:50:36,2013-01-20 12:23:35,1,1,398 days 00:32:59.000000000,398,False
JD4421,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1,2173 days 20:56:39.000000000,2173,False
JD4418,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1,2173 days 20:56:39.000000000,2173,False
JD5888,JD,Library,LongMethod,0,2011-12-19 11:50:36,2017-12-01 08:47:15,1,1,2173 days 20:56:39.000000000,2173,False
JD80376,JD,Library,LongMethod,0,2016-09-27 10:11:58,2019-10-02 19:51:41,1,1,1100 days 09:39:43.000000000,1100,False
JD166704,JD,Library,LongMethod,0,2009-04-17 15:13:44,2012-05-06 21:20:51,1,1,1115 days 06:07:07.000000000,1115,False
JD166734,JD,Library,LongMethod,0,2009-04-17 15:13:44,2012-05-06 21:20:51,1,1,1115 days 06:07:07.000000000,1115,False
JD166721,JD,Library,LongMethod,0,2009-04-17 15:13:44,2019-10-03 15:14:09,1,1,3821 days 00:00:25.000000000,3821,False
JD1167,JD,Library,LongMethod,0,2016-06-15 09:29:39,2019-10-10 12:09:04,0,1,1212 days 02:39:25.000000000,1212,False
JD1338,JD,Library,LongMethod,0,2016-01-04 17:18:13,2019-10-10 12:09:04,1,1,1374 days 18:50:51.000000000,1374,False
JD175971,JD,Library,LongMethod,1,2005-11-28 12:35:15,2006-12-09 21:42:01,1,0,376 days 09:06:46.000000000,376,False
JD176080,JD,Library,LongMethod,0,2005-11-28 12:35:15,2018-07-02 16:09:49,1,1,4599 days 03:34:34.000000000,4599,False
JD176075,JD,Library,LongMethod,0,2005-11-28 12:35:15,2018-07-02 16:09:49,1,1,4599 days 03:34:34.000000000,4599,False
JD814,JD,Library,LongMethod,1,2015-04-07 04:25:22,2016-01-04 17:18:13,1,0,272 days 12:52:51.000000000,272,False
JD40123,JD,Library,LongMethod,0,2016-02-12 18:19:51,2016-10-11 18:07:34,1,1,241 days 23:47:43.000000000,241,False
JD114774,JD,Library,LongMethod,0,2016-05-19 20:03:52,2017-10-22 13:14:57,1,1,520 days 17:11:05.000000000,520,False
JD114788,JD,Library,LongMethod,0,2016-05-19 20:03:52,2017-10-22 13:14:57,1,1,520 days 17:11:05.000000000,520,False
JD30914,JD,Library,LongMethod,0,2018-07-20 19:08:19,2019-10-09 22:00:51,1,1,446 days 02:52:32.000000000,446,False
JD181302,JD,Business,LongMethod,0,2007-01-07 07:37:01,2015-03-02 02:21:29,1,0,2975 days 18:44:28.000000000,2975,False
JD181293,JD,Business,LongMethod,0,2007-01-07 07:37:01,2015-03-02 02:21:29,1,0,2975 days 18:44:28.000000000,2975,False
JD180871,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-06-12 10:09:58,1,1,156 days 02:32:57.000000000,156,False
JD180898,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-06-12 10:09:58,1,1,156 days 02:32:57.000000000,156,False
JD181072,JD,Business,LongMethod,0,2007-01-07 07:37:01,2007-11-04 19:42:00,1,1,301 days 12:04:59.000000000,301,False
JD184774,JD,Business,LongMethod,0,2008-12-10 03:09:42,2015-03-02 02:21:29,1,0,2272 days 23:11:47.000000000,2272,False
JD184217,JD,Business,LongMethod,1,2007-11-04 19:42:00,2008-12-10 03:09:42,1,0,401 days 07:27:42.000000000,401,False
JD184223,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184242,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184245,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184827,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184246,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184279,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184816,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184250,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184252,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184254,JD,Business,LongMethod,0,2008-12-10 03:09:42,2015-03-02 02:21:29,0,0,2272 days 23:11:47.000000000,2272,False
JD184257,JD,Business,LongMethod,1,2007-11-04 19:42:00,2008-12-10 03:09:42,1,0,401 days 07:27:42.000000000,401,False
JD184258,JD,Business,LongMethod,0,2008-12-10 03:09:42,2015-03-02 02:21:29,1,0,2272 days 23:11:47.000000000,2272,False
JD184259,JD,Business,LongMethod,1,2007-11-04 19:42:00,2008-12-10 03:09:42,1,0,401 days 07:27:42.000000000,401,False
JD184260,JD,Business,LongMethod,0,2008-09-14 00:10:59,2015-03-02 02:21:29,0,0,2360 days 02:10:30.000000000,2360,False
JD184261,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD184262,JD,Business,LongMethod,0,2007-11-04 19:42:00,2015-03-02 02:21:29,1,0,2674 days 06:39:29.000000000,2674,False
JD185270,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-09-14 00:10:59,1,1,66 days 03:23:40.000000000,66,False
JD185134,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-09-14 00:10:59,1,1,66 days 03:23:40.000000000,66,False
JD184241,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184218,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184222,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184229,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184227,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184288,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184284,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184282,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184280,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184274,JD,Business,LongMethod,1,2007-11-04 19:42:00,2008-09-14 00:10:59,1,0,314 days 04:28:59.000000000,314,False
JD184275,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184263,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184271,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD184286,JD,Business,LongMethod,0,2007-11-04 19:42:00,2008-09-14 00:10:59,1,1,314 days 04:28:59.000000000,314,False
JD185353,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-12-10 03:09:42,1,1,153 days 06:22:23.000000000,153,False
JD185368,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-12-10 03:09:42,1,1,153 days 06:22:23.000000000,153,False
JD185354,JD,Business,LongMethod,0,2008-09-14 00:10:59,2008-12-10 03:09:42,0,1,87 days 02:58:43.000000000,87,False
JD185356,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-12-10 03:09:42,1,1,153 days 06:22:23.000000000,153,False
JD185359,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-12-10 03:09:42,1,1,153 days 06:22:23.000000000,153,False
JD185357,JD,Business,LongMethod,0,2008-09-14 00:10:59,2008-12-10 03:09:42,0,1,87 days 02:58:43.000000000,87,False
JD185364,JD,Business,LongMethod,0,2008-07-09 20:47:19,2008-12-10 03:09:42,1,1,153 days 06:22:23.000000000,153,False
